match_id	home_total_shots	home_shots_off_target	home_shots_saved	home_corners	home_free_kicks	home_offsides	home_fouls	away_total_shots	away_shots_off_target	away_shots_saved	away_corners	away_free_kicks	away_offsides	away_fouls	home_yellow_cards	home_red_cards	away_yellow_cards	away_red_cards
3050176	4.0	5.0	3.0	3.0	10.0	7.0	2.0	5.0	1.0	2.0	6.0	9.0	7.0	3.0	0.0	0.0	1.0	1.0
3050173	2.0	8.0	4.0	3.0	12.0	11.0	1.0	6.0	6.0	1.0	5.0	12.0	12.0	0.0	2.0	0.0	2.0	0.0
3050175	5.0	7.0	1.0	8.0	19.0	13.0	0.0	1.0	6.0	2.0	2.0	13.0	16.0	3.0	2.0	0.0	2.0	0.0
3050171	8.0	4.0	2.0	5.0	12.0	14.0	5.0	2.0	2.0	4.0	4.0	19.0	9.0	3.0	1.0	0.0	2.0	0.0
3050170	2.0	4.0	1.0	2.0	9.0	8.0	2.0	4.0	2.0	2.0	5.0	10.0	8.0	1.0	2.0	0.0	1.0	0.0
3050172	6.0	1.0	3.0	2.0	9.0	11.0	4.0	4.0	4.0	4.0	5.0	15.0	7.0	2.0	2.0	0.0	1.0	0.0
3050174	3.0	7.0	6.0	8.0	15.0	12.0	2.0	6.0	5.0	3.0	5.0	14.0	11.0	4.0	0.0	0.0	1.0	0.0
3050167	3.0	5.0	7.0	2.0	15.0	11.0	7.0	9.0	4.0	3.0	9.0	18.0	13.0	2.0	2.0	0.0	2.0	0.0
3050168	3.0	6.0	1.0	7.0	10.0	12.0	0.0	1.0	3.0	0.0	4.0	12.0	8.0	2.0	1.0	0.0	1.0	0.0
3050169	6.0	3.0	7.0	5.0	14.0	8.0	2.0	9.0	0.0	6.0	5.0	10.0	11.0	3.0	1.0	0.0	2.0	0.0
3050179	1.0	7.0	6.0	5.0	16.0	13.0	2.0	5.0	1.0	1.0	5.0	15.0	16.0	0.0	2.0	0.0	2.0	1.0
3050183	2.0	2.0	2.0	1.0	8.0	10.0	0.0	2.0	8.0	1.0	9.0	10.0	7.0	1.0	2.0	1.0	1.0	0.0
3050185	12.0	9.0	2.0	5.0	8.0	9.0	1.0	3.0	6.0	9.0	2.0	10.0	5.0	3.0	0.0	0.0	0.0	0.0
3050182	6.0	1.0	2.0	2.0	23.0	7.0	2.0	3.0	5.0	4.0	5.0	9.0	21.0	2.0	0.0	0.0	5.0	0.0
3050180	11.0	6.0	5.0	5.0	11.0	12.0	3.0	7.0	6.0	8.0	1.0	15.0	8.0	3.0	0.0	0.0	2.0	0.0
3050184	14.0	10.0	0.0	10.0	5.0	9.0	1.0	1.0	3.0	9.0	3.0	10.0	4.0	1.0	0.0	0.0	2.0	0.0
3050186	4.0	4.0	4.0	6.0	9.0	15.0	1.0	6.0	5.0	4.0	4.0	16.0	9.0	0.0	6.0	0.0	2.0	0.0
3050181	3.0	5.0	4.0	6.0	15.0	5.0	2.0	6.0	4.0	3.0	7.0	7.0	13.0	2.0	1.0	1.0	1.0	0.0
3050177	3.0	3.0	1.0	3.0	14.0	15.0	2.0	3.0	5.0	0.0	5.0	17.0	12.0	2.0	1.0	0.0	1.0	0.0
3050178	3.0	4.0	3.0	5.0	22.0	9.0	2.0	6.0	1.0	2.0	2.0	11.0	18.0	4.0	1.0	0.0	2.0	0.0
3050190	1.0	2.0	4.0	7.0	7.0	8.0	1.0	4.0	7.0	1.0	7.0	9.0	7.0	0.0	0.0	1.0	1.0	0.0
3050196	2.0	6.0	4.0	5.0	11.0	14.0	4.0	6.0	6.0	1.0	9.0	18.0	8.0	3.0	1.0	0.0	2.0	0.0
3050187	10.0	2.0	4.0	7.0	16.0	16.0	3.0	5.0	5.0	8.0	2.0	19.0	13.0	3.0	1.0	0.0	3.0	0.0
3050188	5.0	10.0	1.0	6.0	10.0	12.0	5.0	3.0	6.0	3.0	2.0	17.0	10.0	0.0	0.0	1.0	3.0	1.0
3050194	5.0	4.0	3.0	10.0	10.0	14.0	1.0	5.0	3.0	4.0	3.0	15.0	10.0	0.0	2.0	0.0	1.0	0.0
3050191	8.0	6.0	2.0	8.0	15.0	8.0	1.0	2.0	2.0	6.0	5.0	9.0	12.0	3.0	1.0	0.0	1.0	0.0
3050195	5.0	4.0	2.0	6.0	14.0	14.0	1.0	3.0	5.0	3.0	3.0	15.0	11.0	3.0	4.0	0.0	2.0	0.0
3050189	12.0	10.0	0.0	6.0	12.0	10.0	1.0	2.0	4.0	8.0	4.0	11.0	7.0	5.0	2.0	0.0	1.0	0.0
3050192	5.0	11.0	3.0	5.0	18.0	11.0	2.0	6.0	2.0	5.0	2.0	13.0	17.0	1.0	2.0	0.0	3.0	0.0
3050193	2.0	2.0	2.0	4.0	10.0	15.0	2.0	3.0	7.0	1.0	5.0	17.0	8.0	2.0	3.0	0.0	1.0	0.0
3050203	5.0	3.0	2.0	4.0	14.0	9.0	3.0	4.0	4.0	4.0	4.0	12.0	12.0	2.0	3.0	0.0	2.0	0.0
3050197	4.0	5.0	3.0	7.0	18.0	12.0	2.0	5.0	3.0	2.0	1.0	14.0	14.0	4.0	3.0	0.0	3.0	0.0
3050201	6.0	7.0	3.0	7.0	13.0	10.0	0.0	5.0	6.0	6.0	4.0	10.0	12.0	1.0	1.0	0.0	1.0	0.0
3050200	6.0	7.0	1.0	7.0	7.0	10.0	2.0	1.0	6.0	4.0	6.0	12.0	6.0	1.0	2.0	0.0	2.0	0.0
3050202	1.0	7.0	4.0	4.0	14.0	11.0	1.0	5.0	1.0	0.0	3.0	12.0	14.0	0.0	3.0	0.0	3.0	0.0
3050206	3.0	5.0	5.0	4.0	10.0	10.0	1.0	6.0	7.0	3.0	4.0	11.0	10.0	0.0	2.0	0.0	1.0	0.0
3050204	8.0	10.0	1.0	4.0	15.0	4.0	2.0	2.0	1.0	6.0	0.0	6.0	14.0	1.0	0.0	0.0	0.0	0.0
3050199	3.0	8.0	8.0	3.0	14.0	12.0	3.0	11.0	4.0	1.0	9.0	15.0	13.0	1.0	3.0	0.0	4.0	0.0
3050198	4.0	5.0	9.0	2.0	13.0	7.0	1.0	11.0	7.0	4.0	5.0	8.0	12.0	1.0	2.0	0.0	3.0	1.0
3050205	3.0	2.0	2.0	3.0	10.0	9.0	2.0	2.0	7.0	1.0	10.0	11.0	8.0	2.0	2.0	0.0	1.0	0.0
3050214	3.0	5.0	8.0	5.0	16.0	18.0	3.0	10.0	5.0	2.0	4.0	21.0	14.0	2.0	0.0	0.0	0.0	0.0
3050208	7.0	8.0	1.0	5.0	9.0	9.0	0.0	2.0	4.0	3.0	4.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0
3050207	5.0	2.0	5.0	4.0	20.0	9.0	1.0	8.0	4.0	1.0	6.0	10.0	17.0	3.0	3.0	0.0	3.0	0.0
3050211	9.0	9.0	3.0	10.0	10.0	6.0	5.0	3.0	5.0	6.0	4.0	11.0	8.0	2.0	0.0	0.0	0.0	0.0
3050212	3.0	0.0	0.0	10.0	13.0	12.0	3.0	2.0	5.0	2.0	4.0	15.0	12.0	1.0	0.0	0.0	0.0	0.0
3050210	1.0	8.0	1.0	5.0	15.0	11.0	5.0	2.0	2.0	1.0	3.0	16.0	13.0	2.0	1.0	0.0	2.0	0.0
3050216	6.0	12.0	2.0	8.0	10.0	10.0	1.0	2.0	5.0	4.0	2.0	11.0	9.0	1.0	2.0	0.0	4.0	0.0
3050215	5.0	3.0	4.0	6.0	16.0	10.0	2.0	6.0	1.0	4.0	8.0	12.0	12.0	4.0	2.0	0.0	2.0	0.0
3050209	4.0	6.0	1.0	4.0	12.0	15.0	3.0	4.0	2.0	3.0	2.0	18.0	12.0	0.0	2.0	0.0	5.0	0.0
3050213	4.0	6.0	2.0	1.0	15.0	9.0	2.0	4.0	5.0	2.0	4.0	11.0	13.0	2.0	2.0	0.0	3.0	0.0
3050219	5.0	4.0	6.0	3.0	8.0	17.0	1.0	6.0	5.0	1.0	8.0	18.0	6.0	2.0	2.0	0.0	0.0	0.0
3050222	3.0	6.0	5.0	8.0	16.0	11.0	5.0	6.0	4.0	2.0	8.0	16.0	10.0	6.0	2.0	0.0	1.0	0.0
3050220	2.0	1.0	5.0	1.0	6.0	6.0	2.0	10.0	4.0	2.0	9.0	8.0	5.0	1.0	1.0	0.0	1.0	0.0
3050221	4.0	7.0	3.0	9.0	12.0	9.0	2.0	3.0	3.0	4.0	5.0	11.0	11.0	1.0	1.0	0.0	1.0	0.0
3050224	4.0	5.0	1.0	5.0	11.0	7.0	4.0	1.0	1.0	1.0	4.0	11.0	10.0	1.0	0.0	0.0	2.0	0.0
3050223	8.0	6.0	1.0	3.0	14.0	8.0	1.0	2.0	4.0	5.0	1.0	9.0	14.0	0.0	2.0	0.0	1.0	0.0
3050217	5.0	1.0	6.0	5.0	15.0	17.0	1.0	6.0	2.0	3.0	9.0	18.0	13.0	2.0	2.0	0.0	1.0	0.0
3050218	5.0	3.0	5.0	5.0	9.0	14.0	2.0	7.0	5.0	4.0	7.0	16.0	9.0	0.0	2.0	0.0	1.0	0.0
3050226	1.0	4.0	7.0	1.0	12.0	11.0	2.0	7.0	6.0	1.0	8.0	13.0	9.0	3.0	2.0	0.0	1.0	0.0
3050225	6.0	4.0	7.0	5.0	19.0	6.0	3.0	8.0	3.0	5.0	4.0	9.0	17.0	2.0	1.0	0.0	1.0	0.0
3050235	3.0	4.0	3.0	4.0	15.0	12.0	2.0	4.0	2.0	1.0	9.0	14.0	11.0	4.0	0.0	0.0	1.0	0.0
3050227	2.0	6.0	5.0	6.0	20.0	11.0	1.0	4.0	8.0	1.0	6.0	12.0	17.0	3.0	2.0	0.0	2.0	0.0
3050231	6.0	6.0	0.0	12.0	14.0	12.0	6.0	0.0	6.0	3.0	1.0	18.0	14.0	0.0	0.0	0.0	3.0	0.0
3050232	5.0	3.0	4.0	3.0	17.0	16.0	1.0	6.0	4.0	5.0	0.0	17.0	16.0	1.0	2.0	0.0	2.0	0.0
3050236	6.0	5.0	6.0	8.0	8.0	12.0	0.0	6.0	4.0	4.0	6.0	12.0	6.0	2.0	3.0	0.0	1.0	0.0
3050233	8.0	12.0	1.0	10.0	12.0	5.0	0.0	1.0	1.0	6.0	3.0	5.0	10.0	2.0	0.0	0.0	3.0	0.0
3050234	2.0	2.0	3.0	5.0	5.0	11.0	1.0	5.0	3.0	2.0	9.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0
3050230	4.0	4.0	3.0	4.0	11.0	7.0	2.0	6.0	6.0	3.0	4.0	9.0	9.0	2.0	0.0	0.0	2.0	0.0
3050229	4.0	7.0	0.0	10.0	16.0	12.0	2.0	2.0	1.0	3.0	2.0	14.0	15.0	1.0	1.0	0.0	3.0	0.0
3050237	5.0	4.0	3.0	2.0	9.0	12.0	5.0	3.0	6.0	4.0	9.0	17.0	8.0	1.0	3.0	0.0	2.0	0.0
3050241	2.0	5.0	6.0	2.0	11.0	10.0	5.0	8.0	3.0	1.0	10.0	15.0	11.0	0.0	3.0	0.0	1.0	0.0
3050245	6.0	5.0	3.0	6.0	14.0	7.0	0.0	3.0	3.0	5.0	2.0	7.0	11.0	3.0	3.0	0.0	1.0	1.0
3050246	2.0	2.0	3.0	10.0	13.0	10.0	0.0	7.0	3.0	2.0	7.0	10.0	11.0	2.0	4.0	0.0	1.0	0.0
3050228	5.0	4.0	1.0	3.0	13.0	8.0	2.0	2.0	4.0	3.0	3.0	10.0	11.0	2.0	3.0	0.0	4.0	0.0
3050238	3.0	1.0	2.0	1.0	9.0	6.0	3.0	3.0	7.0	2.0	10.0	9.0	9.0	0.0	2.0	0.0	2.0	0.0
3050239	5.0	4.0	1.0	6.0	14.0	11.0	1.0	2.0	5.0	5.0	3.0	12.0	13.0	1.0	3.0	0.0	4.0	0.0
3050240	4.0	8.0	2.0	4.0	13.0	11.0	4.0	7.0	2.0	3.0	2.0	15.0	12.0	1.0	2.0	0.0	0.0	0.0
3050243	11.0	4.0	6.0	10.0	9.0	16.0	1.0	8.0	3.0	8.0	6.0	17.0	9.0	0.0	2.0	0.0	2.0	0.0
3050244	6.0	6.0	3.0	4.0	11.0	13.0	0.0	6.0	3.0	6.0	12.0	13.0	11.0	0.0	6.0	0.0	0.0	0.0
3050242	2.0	2.0	2.0	2.0	15.0	9.0	2.0	2.0	2.0	2.0	6.0	11.0	10.0	5.0	1.0	0.0	3.0	0.0
3050249	5.0	10.0	2.0	4.0	16.0	14.0	0.0	4.0	3.0	1.0	4.0	14.0	16.0	0.0	3.0	0.0	3.0	0.0
3050248	2.0	5.0	4.0	6.0	18.0	13.0	1.0	4.0	2.0	2.0	4.0	14.0	14.0	4.0	1.0	0.0	2.0	0.0
3050250	6.0	7.0	2.0	5.0	18.0	9.0	2.0	4.0	2.0	4.0	3.0	11.0	17.0	1.0	2.0	0.0	5.0	0.0
3050254	5.0	15.0	1.0	10.0	12.0	14.0	1.0	2.0	4.0	5.0	2.0	15.0	11.0	1.0	0.0	0.0	2.0	0.0
3050253	10.0	6.0	0.0	10.0	5.0	11.0	0.0	0.0	4.0	5.0	1.0	11.0	5.0	0.0	2.0	0.0	2.0	0.0
3050255	4.0	5.0	2.0	10.0	12.0	8.0	3.0	3.0	3.0	4.0	6.0	11.0	10.0	2.0	3.0	0.0	0.0	0.0
3050256	1.0	5.0	1.0	8.0	13.0	21.0	2.0	3.0	3.0	1.0	2.0	23.0	12.0	1.0	3.0	0.0	1.0	0.0
3050251	4.0	9.0	2.0	10.0	17.0	12.0	1.0	2.0	4.0	2.0	5.0	13.0	17.0	0.0	2.0	0.0	1.0	0.0
3050252	1.0	6.0	1.0	2.0	8.0	9.0	3.0	2.0	4.0	1.0	4.0	12.0	6.0	2.0	0.0	0.0	2.0	0.0
3050247	7.0	9.0	2.0	6.0	12.0	10.0	2.0	2.0	3.0	4.0	4.0	12.0	11.0	1.0	2.0	0.0	2.0	0.0
3050257	1.0	5.0	7.0	1.0	9.0	11.0	0.0	7.0	8.0	0.0	10.0	11.0	8.0	1.0	3.0	0.0	0.0	0.0
3050266	7.0	4.0	6.0	3.0	19.0	7.0	3.0	6.0	5.0	4.0	3.0	10.0	16.0	3.0	1.0	0.0	2.0	0.0
3050262	7.0	5.0	0.0	8.0	8.0	6.0	0.0	1.0	1.0	2.0	0.0	6.0	4.0	4.0	0.0	0.0	0.0	0.0
3050260	1.0	9.0	2.0	5.0	3.0	13.0	1.0	5.0	6.0	1.0	5.0	14.0	2.0	1.0	3.0	0.0	1.0	0.0
3050264	3.0	13.0	0.0	7.0	16.0	10.0	1.0	0.0	4.0	3.0	2.0	11.0	13.0	3.0	0.0	0.0	1.0	0.0
3050261	5.0	10.0	2.0	8.0	7.0	16.0	8.0	3.0	6.0	4.0	0.0	24.0	6.0	1.0	1.0	0.0	1.0	1.0
3050258	1.0	4.0	4.0	4.0	10.0	14.0	5.0	8.0	9.0	1.0	4.0	19.0	10.0	0.0	4.0	0.0	2.0	0.0
3050259	3.0	9.0	1.0	6.0	14.0	10.0	2.0	2.0	3.0	1.0	4.0	12.0	14.0	0.0	1.0	0.0	2.0	0.0
3050263	9.0	4.0	7.0	8.0	11.0	14.0	7.0	8.0	5.0	7.0	4.0	21.0	11.0	0.0	2.0	0.0	1.0	0.0
3050268	8.0	3.0	3.0	9.0	17.0	11.0	0.0	6.0	5.0	7.0	5.0	11.0	12.0	5.0	4.0	0.0	3.0	0.0
3050265	1.0	3.0	4.0	3.0	18.0	13.0	4.0	5.0	2.0	1.0	6.0	17.0	14.0	4.0	2.0	0.0	2.0	0.0
3050274	2.0	4.0	2.0	8.0	13.0	12.0	4.0	2.0	8.0	1.0	9.0	16.0	11.0	2.0	1.0	0.0	5.0	0.0
3050271	3.0	9.0	2.0	6.0	20.0	9.0	2.0	3.0	0.0	1.0	4.0	11.0	18.0	2.0	0.0	0.0	1.0	0.0
3050269	3.0	8.0	3.0	6.0	15.0	16.0	4.0	5.0	4.0	3.0	12.0	20.0	12.0	3.0	2.0	0.0	2.0	0.0
3050267	4.0	5.0	3.0	5.0	8.0	7.0	7.0	4.0	6.0	3.0	8.0	14.0	7.0	1.0	1.0	0.0	1.0	0.0
3050276	7.0	4.0	5.0	5.0	9.0	11.0	5.0	8.0	1.0	5.0	1.0	16.0	6.0	3.0	1.0	0.0	2.0	0.0
3050275	9.0	5.0	1.0	10.0	9.0	7.0	2.0	3.0	1.0	5.0	4.0	9.0	7.0	2.0	1.0	0.0	4.0	0.0
3050273	8.0	5.0	4.0	4.0	10.0	13.0	1.0	5.0	5.0	2.0	4.0	14.0	9.0	1.0	1.0	0.0	1.0	0.0
3050270	7.0	4.0	1.0	4.0	14.0	6.0	6.0	2.0	2.0	4.0	2.0	12.0	13.0	1.0	0.0	0.0	1.0	0.0
3050278	6.0	9.0	2.0	4.0	22.0	7.0	0.0	3.0	2.0	3.0	1.0	7.0	22.0	0.0	2.0	0.0	1.0	1.0
3050272	2.0	5.0	0.0	5.0	14.0	12.0	3.0	0.0	4.0	2.0	4.0	15.0	8.0	6.0	1.0	0.0	2.0	0.0
3050282	5.0	9.0	1.0	12.0	12.0	15.0	1.0	1.0	3.0	4.0	1.0	16.0	10.0	2.0	2.0	0.0	0.0	0.0
3050285	7.0	6.0	3.0	7.0	13.0	9.0	2.0	4.0	4.0	6.0	10.0	11.0	11.0	2.0	2.0	0.0	1.0	0.0
3050286	4.0	6.0	7.0	7.0	18.0	10.0	4.0	8.0	5.0	3.0	6.0	14.0	14.0	4.0	3.0	0.0	2.0	0.0
3050281	7.0	7.0	2.0	5.0	11.0	9.0	7.0	4.0	5.0	6.0	6.0	16.0	8.0	3.0	1.0	0.0	1.0	0.0
3050280	4.0	6.0	1.0	10.0	10.0	12.0	4.0	3.0	5.0	4.0	6.0	16.0	9.0	1.0	1.0	0.0	1.0	0.0
3050283	7.0	7.0	3.0	6.0	15.0	11.0	2.0	3.0	3.0	5.0	3.0	13.0	10.0	5.0	1.0	0.0	1.0	0.0
3050279	4.0	7.0	1.0	5.0	18.0	7.0	5.0	1.0	3.0	4.0	5.0	12.0	11.0	7.0	4.0	0.0	3.0	0.0
3050277	5.0	4.0	6.0	11.0	18.0	9.0	1.0	6.0	4.0	3.0	2.0	10.0	16.0	2.0	2.0	0.0	2.0	0.0
3050284	5.0	6.0	1.0	5.0	12.0	11.0	0.0	1.0	1.0	2.0	1.0	11.0	12.0	0.0	1.0	0.0	1.0	0.0
3050290	7.0	5.0	1.0	7.0	16.0	11.0	0.0	1.0	4.0	5.0	3.0	11.0	15.0	1.0	0.0	0.0	3.0	0.0
3050288	3.0	6.0	2.0	6.0	8.0	8.0	5.0	3.0	3.0	2.0	1.0	13.0	7.0	1.0	3.0	0.0	2.0	0.0
3050292	5.0	4.0	2.0	10.0	15.0	13.0	2.0	2.0	8.0	4.0	3.0	15.0	12.0	3.0	1.0	0.0	2.0	0.0
3050295	1.0	4.0	2.0	8.0	6.0	6.0	2.0	6.0	2.0	1.0	1.0	8.0	3.0	3.0	0.0	0.0	0.0	0.0
3050287	5.0	2.0	3.0	5.0	10.0	7.0	4.0	4.0	11.0	4.0	8.0	11.0	8.0	2.0	2.0	0.0	1.0	0.0
3050291	5.0	3.0	5.0	2.0	4.0	10.0	4.0	7.0	6.0	2.0	5.0	14.0	3.0	1.0	2.0	0.0	3.0	0.0
3050294	1.0	3.0	4.0	5.0	17.0	11.0	4.0	7.0	3.0	2.0	5.0	15.0	13.0	4.0	0.0	0.0	1.0	0.0
3050293	9.0	6.0	1.0	4.0	16.0	20.0	3.0	2.0	5.0	6.0	4.0	23.0	11.0	5.0	0.0	0.0	3.0	0.0
3050289	4.0	8.0	1.0	5.0	12.0	6.0	1.0	2.0	8.0	4.0	5.0	7.0	11.0	1.0	0.0	0.0	1.0	0.0
3050296	2.0	5.0	4.0	3.0	9.0	9.0	1.0	6.0	3.0	1.0	5.0	10.0	8.0	1.0	1.0	0.0	2.0	0.0
3050298	2.0	9.0	3.0	7.0	12.0	4.0	2.0	4.0	8.0	0.0	6.0	6.0	12.0	0.0	1.0	0.0	2.0	0.0
3050300	9.0	11.0	0.0	10.0	12.0	10.0	1.0	1.0	2.0	7.0	2.0	11.0	10.0	2.0	1.0	0.0	1.0	0.0
3050301	2.0	2.0	4.0	2.0	17.0	8.0	1.0	6.0	3.0	1.0	6.0	9.0	13.0	4.0	0.0	1.0	2.0	0.0
3050302	3.0	3.0	0.0	4.0	6.0	7.0	1.0	0.0	5.0	1.0	8.0	8.0	5.0	1.0	2.0	0.0	1.0	1.0
3050304	6.0	4.0	0.0	8.0	6.0	9.0	2.0	1.0	2.0	3.0	4.0	11.0	3.0	3.0	0.0	0.0	0.0	0.0
3050306	6.0	6.0	3.0	3.0	15.0	12.0	0.0	5.0	4.0	4.0	5.0	12.0	13.0	2.0	4.0	0.0	4.0	0.0
3050299	9.0	1.0	4.0	4.0	18.0	8.0	0.0	4.0	5.0	7.0	6.0	8.0	17.0	1.0	2.0	0.0	1.0	0.0
3050297	7.0	11.0	4.0	8.0	17.0	14.0	5.0	6.0	3.0	2.0	5.0	19.0	15.0	2.0	3.0	0.0	4.0	0.0
3050308	3.0	2.0	4.0	4.0	10.0	12.0	0.0	5.0	6.0	0.0	5.0	12.0	10.0	0.0	2.0	1.0	3.0	0.0
3050303	4.0	9.0	3.0	8.0	10.0	12.0	1.0	3.0	4.0	3.0	1.0	13.0	7.0	3.0	3.0	0.0	2.0	0.0
3050305	5.0	5.0	1.0	7.0	13.0	10.0	3.0	4.0	3.0	5.0	3.0	13.0	10.0	3.0	3.0	0.0	3.0	0.0
3050307	2.0	4.0	5.0	4.0	13.0	10.0	3.0	6.0	9.0	0.0	8.0	13.0	13.0	0.0	4.0	0.0	2.0	0.0
3050312	12.0	3.0	1.0	10.0	17.0	9.0	2.0	3.0	3.0	8.0	4.0	11.0	12.0	5.0	1.0	0.0	2.0	0.0
3050310	6.0	9.0	4.0	10.0	8.0	10.0	2.0	5.0	4.0	5.0	8.0	12.0	6.0	2.0	0.0	0.0	0.0	0.0
3050309	6.0	4.0	7.0	5.0	7.0	12.0	6.0	12.0	1.0	4.0	9.0	18.0	4.0	3.0	1.0	0.0	0.0	0.0
3050311	7.0	2.0	5.0	3.0	15.0	4.0	4.0	7.0	6.0	6.0	11.0	8.0	8.0	7.0	0.0	0.0	1.0	0.0
3050313	2.0	3.0	2.0	1.0	10.0	16.0	2.0	3.0	10.0	0.0	5.0	18.0	10.0	0.0	4.0	0.0	4.0	0.0
3050315	4.0	8.0	3.0	14.0	19.0	6.0	0.0	5.0	3.0	8.0	2.0	6.0	17.0	2.0	0.0	0.0	5.0	0.0
3050317	2.0	8.0	1.0	7.0	20.0	13.0	2.0	1.0	5.0	1.0	1.0	15.0	20.0	0.0	5.0	0.0	4.0	0.0
3050316	8.0	3.0	4.0	8.0	7.0	8.0	4.0	5.0	7.0	5.0	6.0	12.0	5.0	2.0	0.0	0.0	0.0	0.0
3050319	4.0	4.0	0.0	2.0	13.0	11.0	2.0	1.0	12.0	3.0	7.0	13.0	12.0	1.0	2.0	0.0	0.0	0.0
3050318	2.0	3.0	1.0	6.0	13.0	9.0	3.0	4.0	4.0	2.0	6.0	12.0	11.0	2.0	2.0	0.0	1.0	0.0
3056407	7.0	0.0	3.0	4.0	15.0	15.0	2.0	5.0	2.0	5.0	4.0	17.0	12.0	3.0	3.0	0.0	3.0	0.0
3050320	4.0	8.0	1.0	7.0	11.0	9.0	4.0	2.0	6.0	3.0	7.0	13.0	11.0	0.0	2.0	0.0	2.0	0.0
3050326	6.0	4.0	3.0	5.0	8.0	11.0	2.0	5.0	2.0	3.0	3.0	13.0	8.0	0.0	1.0	0.0	2.0	0.0
3050324	11.0	6.0	2.0	10.0	18.0	9.0	4.0	4.0	4.0	8.0	3.0	13.0	15.0	3.0	1.0	0.0	2.0	0.0
3050321	5.0	1.0	4.0	1.0	13.0	12.0	1.0	4.0	6.0	3.0	13.0	13.0	11.0	2.0	2.0	0.0	0.0	0.0
3050323	3.0	5.0	1.0	6.0	8.0	12.0	3.0	2.0	4.0	3.0	5.0	15.0	7.0	1.0	3.0	0.0	1.0	0.0
3050325	4.0	4.0	4.0	4.0	19.0	9.0	0.0	7.0	4.0	3.0	6.0	9.0	17.0	2.0	2.0	1.0	5.0	0.0
3050330	5.0	6.0	3.0	10.0	13.0	6.0	2.0	5.0	2.0	3.0	1.0	8.0	12.0	1.0	1.0	0.0	1.0	0.0
3050334	4.0	6.0	0.0	8.0	6.0	6.0	2.0	0.0	1.0	3.0	3.0	8.0	5.0	1.0	0.0	0.0	2.0	0.0
3050328	1.0	5.0	2.0	4.0	14.0	9.0	6.0	2.0	7.0	0.0	4.0	15.0	11.0	3.0	2.0	0.0	1.0	0.0
3050322	4.0	4.0	2.0	6.0	16.0	13.0	4.0	4.0	7.0	2.0	6.0	17.0	12.0	4.0	1.0	0.0	1.0	0.0
3050332	5.0	4.0	1.0	6.0	11.0	7.0	3.0	2.0	5.0	2.0	2.0	10.0	9.0	2.0	1.0	0.0	2.0	0.0
3050335	8.0	6.0	1.0	5.0	6.0	7.0	2.0	3.0	4.0	5.0	0.0	9.0	5.0	1.0	0.0	0.0	0.0	0.0
3050329	4.0	9.0	1.0	6.0	12.0	14.0	6.0	3.0	2.0	4.0	4.0	20.0	10.0	2.0	2.0	0.0	1.0	0.0
3050336	4.0	2.0	3.0	5.0	7.0	17.0	4.0	3.0	5.0	2.0	3.0	21.0	7.0	0.0	1.0	0.0	2.0	0.0
3050327	2.0	3.0	3.0	4.0	10.0	15.0	5.0	3.0	4.0	1.0	1.0	20.0	6.0	4.0	2.0	0.0	2.0	0.0
3050333	7.0	1.0	2.0	4.0	12.0	11.0	2.0	4.0	4.0	5.0	5.0	13.0	10.0	2.0	3.0	0.0	1.0	0.0
3050346	5.0	4.0	5.0	1.0	5.0	7.0	4.0	7.0	4.0	5.0	10.0	11.0	3.0	2.0	0.0	0.0	0.0	0.0
3050340	5.0	7.0	2.0	9.0	11.0	11.0	3.0	3.0	2.0	5.0	5.0	14.0	9.0	2.0	0.0	0.0	2.0	0.0
3050337	6.0	1.0	1.0	1.0	16.0	10.0	2.0	2.0	3.0	3.0	3.0	12.0	12.0	4.0	2.0	0.0	5.0	0.0
3050331	10.0	11.0	2.0	13.0	17.0	6.0	2.0	3.0	2.0	7.0	2.0	8.0	14.0	3.0	0.0	0.0	2.0	0.0
3050338	3.0	7.0	4.0	6.0	19.0	8.0	3.0	4.0	4.0	1.0	5.0	11.0	16.0	3.0	2.0	0.0	1.0	0.0
3050342	5.0	6.0	3.0	8.0	10.0	11.0	3.0	6.0	5.0	4.0	2.0	14.0	9.0	1.0	2.0	0.0	3.0	0.0
3050344	1.0	5.0	3.0	6.0	15.0	11.0	2.0	3.0	1.0	1.0	0.0	13.0	11.0	4.0	1.0	0.0	2.0	0.0
3050343	6.0	8.0	0.0	13.0	7.0	6.0	2.0	3.0	2.0	3.0	0.0	8.0	6.0	1.0	0.0	0.0	4.0	0.0
3050345	7.0	4.0	3.0	10.0	12.0	8.0	4.0	5.0	1.0	7.0	4.0	12.0	10.0	2.0	3.0	0.0	2.0	0.0
3050419	6.0	11.0	4.0	12.0	13.0	9.0	0.0	4.0	5.0	4.0	1.0	9.0	10.0	3.0	0.0	0.0	3.0	0.0
3050339	3.0	5.0	4.0	4.0	12.0	12.0	3.0	9.0	4.0	2.0	7.0	15.0	12.0	0.0	2.0	0.0	1.0	0.0
3050341	3.0	5.0	3.0	2.0	11.0	13.0	4.0	9.0	7.0	1.0	1.0	17.0	9.0	2.0	0.0	0.0	2.0	0.0
3050421	5.0	4.0	3.0	3.0	11.0	5.0	1.0	4.0	4.0	3.0	7.0	6.0	8.0	3.0	2.0	0.0	2.0	1.0
